0.0, 0.45, '<SIL>'
0.45, 1.02, '<VOCNOISE>'
1.02, 2.7, '<SIL>'
2.7, 2.85, ''
2.85, 3.12, '<LAUGH_um-hum_okay>'
3.12, 3.3, '<IVER>'
3.3, 3.83, 'okay'
3.83, 5.03, '<IVER>'
5.03, 6.63, ''
6.63, 7.87, '<LAUGH>'
7.87, 8.05, ''
8.05, 10.555, '<IVER>'
10.555, 10.72, "it's"
10.72, 10.83, ''
10.83, 11.04, 'very'
11.04, 11.63, 'difficult'
11.63, 14.075, '<IVER>'
14.075, 14.18, 'yeah'
14.18, 15.2, '<SIL>'
15.2, 15.25, ''
15.25, 15.32, 'i'
15.32, 15.52, "don't"
15.52, 15.59, 'know'
15.59, 15.92, 'why'
15.92, 16.29, '<SIL>'
16.29, 16.52, '<VOCNOISE>'
16.52, 16.69, 'uh'
16.69, 16.75, ''
16.75, 17.14, 'columbus'
17.14, 17.3, 'was'
17.3, 17.65, 'just'
17.65, 17.7, ''
17.7, 18.0, 'stubborn'
18.0, 18.35, 'about'
18.35, 18.51, 'it'
18.51, 18.95, 'until'
18.95, 19.25, ''
19.25, 19.36, '<VOCNOISE>'
19.36, 19.44, 'the'
19.44, 19.92, 'last'
19.92, 20.03, ''
20.03, 20.5, 'year'
20.5, 20.87, ''
20.87, 21.015, '<VOCNOISE>'
21.015, 21.42, 'uh'
21.42, 21.66, '<SIL>'
21.66, 21.89, 'they'
21.89, 22.49, "hadn't"
22.49, 22.52, '<ERROR-beyn_able=been_able>'
22.52, 22.81, 'able'
22.81, 22.89, 'to'
22.89, 23.12, 'get'
23.12, 23.28, ''
23.28, 23.58, 'subs'
23.58, 23.63, ''
23.63, 23.91, 'fifty'
23.91, 24.05, ''
24.05, 24.14, '<CUTOFF-perc=percent>'
24.14, 24.365, '<SIL>'
24.365, 25.13, 'substitutes'
25.13, 25.19, ''
25.19, 25.46, 'fifty'
25.46, 25.93, 'percent'
25.93, 26.04, 'of'
26.04, 26.12, 'the'
26.12, 26.59, 'time'
26.59, 26.75, 'and'
26.75, 26.91, 'so'
26.91, 27.02, 'the'
27.02, 27.535, 'teachers'
27.535, 27.66, 'were'
27.66, 28.15, 'screaming'
28.15, 28.26, '<VOCNOISE>'
28.26, 28.61, ''
28.61, 28.68, 'and'
28.68, 28.74, 'they'
28.74, 28.95, 'were'
28.95, 29.37, 'splitting'
29.37, 29.43, 'the'
29.43, 29.8, 'kids'
29.8, 29.99, 'up'
29.99, 30.13, 'and'
30.13, 30.47, 'putting'
