0.0, 0.45, '<p:>'
0.45, 1.02, '<p:>'
1.02, 2.7, '<p:>'
2.7, 2.85, '<p:>'
2.85, 3.12, '<p:>'
3.12, 3.3, '<p:>'
3.3, 3.43, '?'
3.43, 3.56, '@U'
3.56, 3.68, 'k'
3.68, 3.83, 'eI'
3.83, 5.03, '<p:>'
5.03, 6.63, '<p:>'
6.63, 7.87, '<p:>'
7.87, 8.05, '<p:>'
8.05, 10.555, '<p:>'
10.555, 10.66, 'I'
10.66, 10.69, 't'
10.69, 10.72, 's'
10.72, 10.83, '<p:>'
10.83, 10.86, 'v'
10.86, 10.99, '3`'
10.99, 11.04, 'i:'
11.04, 11.12, 'd'
11.12, 11.18, 'I'
11.18, 11.28, 'f'
11.28, 11.33, 'V'
11.33, 11.46, 'k'
11.46, 11.49, 'V'
11.49, 11.6, 'l'
11.6, 11.63, 't'
11.63, 14.075, '<p:>'
14.075, 14.15, 'j'
14.15, 14.18, 'E'
14.18, 15.2, '<p:>'
15.2, 15.25, '<p:>'
15.25, 15.32, 'aI'
15.32, 15.36, 'd'
15.36, 15.42, '@U'
15.42, 15.52, 'n'
15.52, 15.55, 'n'
15.55, 15.59, '@U'
15.59, 15.7, 'w'
15.7, 15.92, 'aI'
15.92, 16.29, '<p:>'
16.29, 16.52, '<p:>'
16.52, 16.69, 'E'
16.69, 16.75, '<p:>'
16.75, 16.82, 'k'
16.82, 16.85, 'V'
16.85, 16.88, 'l'
16.88, 16.91, 'V'
16.91, 16.94, 'm'
16.94, 16.97, 'b'
16.97, 17.02, 'V'
17.02, 17.14, 's'
17.14, 17.18, 'w'
17.18, 17.21, 'Q'
17.21, 17.3, 'z'
17.3, 17.39, 'dZ'
17.39, 17.47, 'I'
17.47, 17.61, 's'
17.61, 17.65, 't'
17.65, 17.7, '<p:>'
17.7, 17.79, 'V'
17.79, 17.85, 'b'
17.85, 17.97, '3`'
17.97, 18.0, 'n'
18.0, 18.06, 'V'
18.06, 18.15, 'b'
18.15, 18.31, 'aU'
18.31, 18.35, 4.0
18.35, 18.44, 'I'
18.44, 18.51, 't'
18.51, 18.55, '?'
18.55, 18.58, 'V'
18.58, 18.67, 'n'
18.67, 18.78, 't'
18.78, 18.81, 'I'
18.81, 18.95, 'l'
18.95, 19.25, '<p:>'
19.25, 19.36, '<p:>'
19.36, 19.39, 'D'
19.39, 19.44, 'V'
19.44, 19.51, 'l'
19.51, 19.75, '{'
19.75, 19.81, 's'
19.81, 19.92, 't'
19.92, 20.03, '<p:>'
20.03, 20.15, 'j'
20.15, 20.22, 'I'
20.22, 20.5, 6.0
20.5, 20.87, '<p:>'
20.87, 21.015, '<p:>'
21.015, 21.42, 'V'
21.42, 21.66, '<p:>'
21.66, 21.71, 'D'
21.71, 21.89, 'eI'
21.89, 22.0, 'h\\'
22.0, 22.1, '{'
22.1, 22.29, 'd'
22.29, 22.32, 'V'
22.32, 22.49, 'n'
22.49, 22.52, '<p:>'
22.52, 22.66, 'eI'
22.66, 22.75, 'b'
22.75, 22.78, 'V'
22.78, 22.81, 'l'
22.81, 22.86, 4.0
22.86, 22.89, 'I'
22.89, 22.97, 'g'
22.97, 23.06, 'E'
23.06, 23.12, 't'
23.12, 23.28, '<p:>'
23.28, 23.37, 'V'
23.37, 23.44, 'b'
23.44, 23.58, 'z'
23.58, 23.63, '<p:>'
23.63, 23.68, 'f'
23.68, 23.74, 'I'
23.74, 23.77, 'f'
23.77, 23.87, 't'
23.87, 23.91, 'i:'
23.91, 24.05, '<p:>'
24.05, 24.14, '<p:>'
24.14, 24.365, '<p:>'
24.365, 24.44, 'V'
24.44, 24.49, 'b'
24.49, 24.55, 's'
24.55, 24.61, 't'
24.61, 24.65, 'V'
24.65, 24.83, 't'
24.83, 25.02, 'u'
25.02, 25.05, 't'
25.05, 25.13, 's'
25.13, 25.19, '<p:>'
25.19, 25.24, 'f'
25.24, 25.3, 'I'
25.3, 25.33, 'f'
25.33, 25.42, 't'
25.42, 25.46, 'i:'
25.46, 25.58, 'p'
25.58, 25.65, '3`'
25.65, 25.77, 's'
25.77, 25.86, 'E'
25.86, 25.93, 'n'
25.93, 25.99, 'V'
25.99, 26.04, 'v'
26.04, 26.08, 'D'
26.08, 26.12, 'V'
26.12, 26.29, 't'
26.29, 26.49, 'aI'
26.49, 26.59, 'm'
26.59, 26.62, 'V'
26.62, 26.75, 'n'
26.75, 26.84, 's'
26.84, 26.91, '@U'
26.91, 26.99, 'D'
26.99, 27.02, 'V'
27.02, 27.16, 't'
27.16, 27.25, 'i:'
27.25, 27.37, 'tS'
27.37, 27.45, '3`'
27.45, 27.535, 'z'
27.535, 27.58, 'w'
27.58, 27.62, 'i:'
27.62, 27.66, 'R'
27.66, 27.84, 'k'
27.84, 27.88, 'R'
27.88, 27.98, 'i:'
27.98, 28.05, 'm'
28.05, 28.08, 'I'
28.08, 28.15, 'N'
28.15, 28.26, '<p:>'
28.26, 28.61, '<p:>'
28.61, 28.64, 'V'
28.64, 28.68, 'n'
28.68, 28.71, 'D'
28.71, 28.74, 'I'
28.74, 28.77, 'w'
28.77, 28.83, 'i:'
28.83, 28.95, 'R'
28.95, 29.07, 's'
29.07, 29.15, 'p'
29.15, 29.2, 'l'
29.2, 29.26, 'I'
29.26, 29.29, 't'
29.29, 29.32, 'I'
29.32, 29.37, 'N'
29.37, 29.4, 'D'
29.4, 29.43, 'V'
29.43, 29.59, 'k'
29.59, 29.65, 'I'
29.65, 29.75, 'd'
29.75, 29.8, 'z'
29.8, 29.9, 'V'
29.9, 29.99, 'p'
29.99, 30.05, 'V'
30.05, 30.13, 'n'
30.13, 30.22, 'p'
30.22, 30.26, 'V'
30.26, 30.31, 't'
30.31, 30.35, 'I'
30.35, 30.47, 'N'
30.47, 30.5, 'D'
30.5, 30.56, 'E'
30.56, 30.65, 'm'
30.65, 30.71, 'I'
30.71, 30.79, 'n'
30.79, 30.89, 'V'
30.89, 30.95, 'D'
30.95, 31.04, '3`'
31.04, 31.16, 'k'
31.16, 31.19, 'l'
31.19, 31.35, '{'
31.35, 31.46, 's'
31.46, 31.53, 'R'
31.53, 31.56, 'u'
31.56, 31.68, 'm'
31.68, 31.765, 'z'
31.765, 31.82, 'w'
31.82, 31.87, 'E'
31.87, 31.96, 'l'
31.96, 32.44, '<p:>'
32.44, 32.63, '<p:>'
32.63, 32.75, 'aI'
32.75, 32.8, 'd'
32.8, 32.87, '@U'
32.87, 33.0, 'n'
33.0, 33.03, 'n'
33.03, 33.07, '@U'
33.07, 33.1, 'I'
33.1, 33.14, 'f'
33.14, 33.2, '<p:>'
33.2, 33.23, 'D'
33.23, 33.26, 'V'
33.26, 33.42, 'p'
33.42, 33.48, 'E'
33.48, 33.55, 'R'
33.55, 33.58, 'V'
33.58, 33.65, 'n'
33.65, 33.7, 't'
33.7, 33.775, 's'
33.775, 33.86, 'm'
33.86, 34.06, 'eI'
34.06, 34.19, 'd'
34.19, 34.35, '?'
34.35, 34.45, 'I'
34.45, 34.5, 'n'
34.5, 34.84, 'i:'
34.84, 34.93, 'T'
34.93, 35.04, 'i:'
35.04, 35.1, 'N'
35.1, 35.14, 'V'
35.14, 35.24, 'b'
35.24, 35.39, 'aU'
35.39, 35.43, 4.0
35.43, 35.49, 'I'
35.49, 35.56, 't'
35.56, 35.6, 'b'
35.6, 35.63, 'V'
35.63, 35.66, 't'
35.66, 35.78, 'aI'
35.78, 35.9, 'g'
35.9, 36.05, 'E'
36.05, 36.18, 's'
36.18, 36.35, '<p:>'
36.35, 36.4, 'f'
36.4, 36.61, 'aI'
36.61, 36.72, 'n'
36.72, 36.75, 'V'
36.75, 36.78, 'l'
36.78, 36.9, 'i:'
36.9, 37.42, '<p:>'
37.42, 37.47, 'i:'
37.47, 37.5, 'k'
37.5, 37.54, 'eI'
37.54, 37.57, 'k'
37.57, 37.61, 'eI'
37.61, 37.64, 'k'
37.64, 37.68, 'eI'
37.68, 37.71, 'k'
37.71, 37.75, 'eI'
37.75, 37.81, 'w'
37.81, 37.86, 'I'
37.86, 37.91, 'n'
37.91, 38.0, 'j'
38.0, 38.15, 'u'
38.15, 38.33, 'h\\'
38.33, 38.42, '{'
38.42, 38.45, 'v'
38.45, 38.53, '<p:>'
38.53, 38.59, 'f'
38.59, 38.65, 'I'
38.65, 38.68, 'f'
38.68, 38.78, 't'
38.78, 38.83, 'i:'
38.83, 38.93, 'p'
38.93, 39.0, '3`'
39.0, 39.13, 's'
39.13, 39.2, 'E'
39.2, 39.25, 'n'
39.25, 39.28, 'V'
39.28, 39.355, 'v'
39.355, 39.4, 'j'
39.4, 39.44, 'O:'
39.44, 39.47, 'R'
39.47, 39.52, '<p:>'
39.52, 39.62, 'k'
39.62, 39.65, 'l'
39.65, 39.77, '{'
39.77, 39.89, 's'
39.89, 39.94, 'R'
39.94, 39.99, 'u'
39.99, 40.1, 'm'
40.1, 40.165, 'z'
40.165, 40.24, 'V'
40.24, 40.35, 'n'
40.35, 40.46, 'k'
40.46, 40.55, 'V'
40.55, 40.62, 'v'
40.62, 40.79, '3`'
40.79, 40.86, 'd'
40.86, 41.19, '<p:>'
41.19, 41.46, '<p:>'
41.46, 41.6, '<p:>'
41.6, 41.65, '<p:>'
41.65, 41.85, 6.0
41.85, 41.94, 'D'
41.94, 42.1, 'eI'
42.1, 42.46, '<p:>'
42.46, 42.53, 'k'
42.53, 42.63, 'eI'
42.63, 42.68, 'm'
42.68, 42.79, 't'
42.79, 42.87, 'u:'
42.87, 43.0, '?'
43.0, 43.07, 'I'
43.07, 43.1, 'V'
43.1, 43.16, 'n'
43.16, 43.24, 'I'
43.24, 43.27, 't'
43.27, 43.34, 'g'
43.34, 43.46, 'Q'
43.46, 43.54, 't'
43.54, 43.63, 's'
43.63, 43.71, '@'
43.71, 43.85, 'j'
43.85, 43.95, 'u'
43.95, 43.98, 'z'
43.98, 44.05, 't'
44.05, 44.09, 'I'
44.09, 44.18, 'b'
44.18, 44.27, 'i:'
44.27, 44.39, 'n'
44.39, 44.44, '@U'
44.44, 44.54, 'b'
44.54, 44.6, 'Q'
44.6, 44.65, 4.0
44.65, 44.79, 'i:'
44.79, 44.82, 'V'
44.82, 44.96, 'p'
44.96, 44.99, 'R'
44.99, 45.07, 'i:'
45.07, 45.21, 'S'
45.21, 45.33, 'i:'
45.33, 45.42, 'eI'
45.42, 45.49, 4.0
45.49, 45.57, 'I'
45.57, 45.6, 'd'
45.6, 45.71, '<p:>'
45.71, 45.75, 'V'
45.75, 45.78, 'V'
45.78, 45.84, 'b'
45.84, 45.88, 's'
45.88, 45.92, 't'
45.92, 45.95, 'V'
45.95, 46.1, 't'
46.1, 46.18, 'u'
46.18, 46.27, 't'
46.27, 46.34, 'n'
46.34, 46.5, '@U'
46.5, 46.58, 'b'
46.58, 46.73, 'Q'
46.73, 46.76, 'd'
46.76, 46.86, 'i:'
46.86, 47.15, '<p:>'
47.15, 47.19, 'D'
47.19, 47.22, 'V'
47.22, 47.36, 'k'
47.36, 47.54, 'I'
47.54, 47.61, 'd'
47.61, 47.66, 'z'
47.66, 47.71, 'D'
47.71, 47.74, 'V'
47.74, 47.86, 'p'
47.86, 47.89, 'R'
47.89, 47.96, 'I'
47.96, 48.04, 'n'
48.04, 48.07, 's'
48.07, 48.16, '@'
48.16, 48.2, 'p'
48.2, 48.23, 'V'
48.23, 48.32, 'l'
48.32, 48.38, 'O:'
48.38, 48.45, 'R'
48.45, 48.51, 'D'
48.51, 48.54, 'V'
48.54, 48.64, '?'
48.64, 48.7, 'V'
48.7, 48.75, 'D'
48.75, 48.8, '3`'
48.8, 48.94, 't'
48.94, 49.02, 'i:'
49.02, 49.14, 'tS'
49.14, 49.23, '3`'
49.23, 49.29, 'z'
49.29, 49.36, 'b'
49.36, 49.41, 'V'
49.41, 49.49, 't'
49.49, 49.55, 'n'
49.55, 49.74, 'aU'
49.74, 49.79, 'I'
49.79, 49.83, 't'
49.83, 49.895, 's'
49.895, 49.94, 'l'
49.94, 50.0, 'aI'
50.0, 50.07, 'k'
50.07, 50.13, '<p:>'
50.13, 50.16, '<p:>'
50.16, 50.32, '<p:>'
50.32, 50.43, '@U'
50.43, 50.53, 'T'
50.53, 50.62, '{'
50.62, 50.68, 'N'
50.68, 50.71, 'k'
50.71, 50.76, 'j'
50.76, 50.82, 'u:'
50.82, 50.87, '<p:>'
50.87, 50.94, 'f'
50.94, 51.02, 6.0
51.02, 51.11, 'k'
51.11, 51.19, 'V'
51.19, 51.28, 'm'
51.28, 51.34, 'I'
51.34, 51.42, 'N'
51.42, 51.53, '@U'
51.53, 51.63, 'T'
51.63, 51.74, '{'
51.74, 51.81, 'N'
51.81, 51.84, 'k'
51.84, 51.89, 'j'
51.89, 51.98, 'u:'
51.98, 52.04, 'f'
52.04, 52.08, 'O:'
52.08, 52.16, 'R'
52.16, 52.22, 'k'
52.22, 52.33, 'V'
52.33, 52.39, 'm'
52.39, 52.47, 'I'
52.47, 52.52, 'N'
52.52, 52.84, '<p:>'
52.84, 52.96, '<p:>'
52.96, 53.03, 's'
53.03, 53.07, '@U'
53.07, 53.17, 'aI'
53.17, 53.28, 's'
53.28, 53.34, 'E'
53.34, 53.38, 'd'
53.38, 53.48, 'm'
53.48, 53.56, 'eI'
53.56, 53.63, 'b'
53.63, 53.7, 'i:'
53.7, 53.75, 'D'
53.75, 53.89, '{'
53.89, 53.92, 't'
53.92, 53.99, 'w'
53.99, 54.1, '3`'
54.1, 54.23, 't'
54.23, 54.26, 'V'
54.26, 54.29, 'l'
54.29, 54.32, 'I'
54.32, 54.35, 't'
54.35, 54.42, 'V'
54.42, 54.51, 'l'
54.51, 54.61, 'b'
54.61, 54.74, 'I'
54.74, 54.77, 't'
54.77, 54.84, '<p:>'
54.84, 54.87, 'b'
54.87, 54.92, 'V'
54.92, 55.0, 't'
55.0, 55.08, 'n'
55.08, 55.31, 'aU'
55.31, 55.38, '<p:>'
55.38, 55.43, 'dZ'
55.43, 55.5, 'I'
55.5, 55.56, 's'
55.56, 55.6, 't'
55.6, 55.66, '<p:>'
55.66, 55.72, 'I'
55.72, 55.8, 'n'
55.8, 55.83, 'D'
55.83, 55.86, 'V'
55.86, 55.96, 'l'
55.96, 56.12, '{'
56.12, 56.15, 's'
56.15, 56.21, 't'
56.21, 56.28, '<p:>'
56.28, 56.38, 't'
56.38, 56.45, 'u'
56.45, 56.63, 'w'
